# Created on 2026-03-12 15:56:59.857791+01:00 (1773327419.857791 s)
# baldaquin version: 0.10.0
# Creator: Pendulum View
# Pin number, Time [s], Position [a. u.]
5, 42.277, 556
4, 42.302, 433
5, 42.328, 569
4, 42.353, 420
5, 42.378, 580
4, 42.404, 409
5, 42.429, 590
4, 42.454, 400
5, 42.480, 598
4, 42.505, 394
5, 42.531, 603
4, 42.555, 391
5, 42.581, 604
4, 42.607, 390
5, 42.632, 603
4, 42.657, 392
5, 42.682, 599
4, 42.708, 398
5, 42.734, 592
4, 42.758, 406
5, 42.784, 583
4, 42.809, 416
5, 42.835, 572
4, 42.860, 428
5, 42.885, 560
4, 0.026, 559
5, 0.050, 429
4, 0.076, 559
5, 0.102, 428
4, 0.127, 559
5, 0.153, 429
4, 0.177, 559
5, 0.203, 429
4, 0.229, 559
5, 0.254, 429
4, 0.279, 559
5, 0.304, 429
4, 0.330, 559
5, 0.356, 428
4, 0.380, 559
5, 0.406, 428
4, 0.431, 559
5, 0.457, 428
4, 0.482, 559
5, 0.507, 428
4, 0.533, 559
5, 0.558, 428
4, 0.583, 559
5, 0.609, 428
4, 0.634, 559
5, 0.660, 428
4, 0.684, 559
5, 0.710, 429
4, 0.736, 559
5, 0.761, 429
4, 0.786, 559
5, 0.811, 428
4, 0.837, 559
5, 0.862, 428
4, 0.887, 560
5, 0.913, 429
4, 0.938, 560
5, 0.964, 429
4, 0.988, 561
5, 1.014, 430
4, 1.040, 560
5, 1.065, 429
4, 1.090, 561
5, 1.115, 428
4, 1.141, 561
5, 1.167, 429
4, 1.191, 561
5, 1.217, 429
4, 1.242, 561
5, 1.268, 429
4, 1.293, 560
5, 1.318, 429
4, 1.344, 561
5, 1.369, 429
4, 1.394, 562
5, 1.420, 429
4, 1.445, 560
5, 1.471, 429
4, 1.495, 560
5, 1.521, 429
4, 1.547, 560
5, 1.572, 429
4, 1.597, 561
5, 1.622, 429
4, 1.648, 561
5, 1.673, 429
4, 1.698, 560
5, 1.724, 428
4, 1.749, 560
5, 1.775, 428
4, 1.799, 561
5, 1.825, 428
4, 1.851, 561
5, 1.876, 429
4, 1.901, 561
5, 1.926, 429
4, 1.952, 559
5, 1.978, 431
4, 2.002, 550
5, 2.028, 439
4, 2.053, 536
5, 2.079, 455
4, 2.104, 517
5, 2.129, 474
4, 2.155, 494
5, 2.180, 498
4, 2.205, 468
5, 2.231, 525
4, 2.256, 441
5, 2.282, 553
4, 2.306, 414
5, 2.332, 581
4, 2.358, 388
5, 2.383, 607
4, 2.408, 367
5, 2.433, 630
4, 2.459, 348
5, 2.484, 648
4, 2.509, 337
5, 2.535, 661
4, 2.560, 331
5, 2.586, 668
4, 2.610, 331
5, 2.636, 668
4, 2.662, 338
5, 2.687, 662
4, 2.712, 351
5, 2.737, 649
4, 2.763, 369
5, 2.789, 632
4, 2.813, 390
5, 2.839, 609
4, 2.864, 416
5, 2.890, 584
4, 2.915, 443
5, 2.940, 556
4, 2.966, 470
5, 2.991, 528
4, 3.016, 496
5, 3.042, 502
4, 3.067, 519
5, 3.093, 478
4, 3.117, 539
5, 3.143, 458
4, 3.169, 552
5, 3.194, 445
4, 3.219, 559
5, 3.244, 436
4, 3.270, 561
5, 3.296, 433
4, 3.320, 556
5, 3.346, 437
4, 3.371, 545
5, 3.397, 447
4, 3.421, 529
5, 3.447, 464
4, 3.473, 507
5, 3.498, 485
4, 3.523, 483
5, 3.548, 509
4, 3.574, 456
5, 3.600, 535
4, 3.624, 429
5, 3.650, 563
4, 3.675, 402
5, 3.701, 589
4, 3.726, 379
5, 3.751, 614
4, 3.777, 359
5, 3.802, 634
4, 3.827, 343
5, 3.853, 651
4, 3.878, 334
5, 3.904, 660
4, 3.928, 330
5, 3.954, 665
4, 3.980, 334
5, 4.005, 663
4, 4.030, 343
5, 4.055, 654
4, 4.081, 358
5, 4.107, 640
4, 4.131, 377
5, 4.157, 621
4, 4.182, 401
5, 4.208, 599
4, 4.232, 426
5, 4.258, 573
4, 4.284, 454
5, 4.309, 546
4, 4.334, 481
5, 4.359, 519
4, 4.385, 505
5, 4.411, 495
4, 4.435, 528
5, 4.461, 474
4, 4.486, 544
5, 4.512, 456
4, 4.537, 555
5, 4.562, 445
4, 4.588, 561
5, 4.613, 439
4, 4.638, 560
5, 4.664, 438
4, 4.689, 553
5, 4.715, 445
4, 4.739, 540
5, 4.765, 457
4, 4.791, 521
5, 4.816, 474
4, 4.841, 498
5, 4.866, 495
4, 4.892, 473
5, 4.918, 519
4, 4.942, 446
5, 4.968, 546
4, 4.993, 418
5, 5.019, 572
4, 5.043, 393
5, 5.069, 598
4, 5.095, 370
5, 5.120, 620
4, 5.145, 351
5, 5.170, 639
4, 5.196, 338
5, 5.222, 651
4, 5.246, 331
5, 5.272, 659
4, 5.297, 330
5, 5.323, 662
4, 5.348, 336
5, 5.373, 657
4, 5.399, 347
5, 5.424, 646
4, 5.449, 364
5, 5.475, 631
4, 5.500, 386
5, 5.526, 611
4, 5.550, 410
5, 5.576, 588
4, 5.602, 437
5, 5.627, 562
4, 5.652, 465
5, 5.677, 536
4, 5.703, 492
5, 5.729, 511
4, 5.753, 515
5, 5.779, 487
4, 5.804, 535
5, 5.830, 468
4, 5.854, 551
5, 5.880, 454
4, 5.906, 559
5, 5.931, 444
4, 5.957, 563
5, 5.981, 440
4, 6.007, 560
5, 6.033, 443
4, 6.058, 550
5, 6.083, 451
4, 6.108, 534
5, 6.134, 465
4, 6.160, 514
5, 6.184, 483
4, 6.210, 490
5, 6.235, 506
4, 6.261, 463
5, 6.286, 531
4, 6.311, 436
5, 6.337, 556
4, 6.362, 409
5, 6.387, 581
4, 6.413, 384
5, 6.438, 605
4, 6.464, 362
5, 6.488, 625
4, 6.514, 346
5, 6.540, 641
4, 6.565, 334
5, 6.590, 651
4, 6.615, 330
5, 6.641, 657
4, 6.667, 331
5, 6.691, 656
4, 6.717, 338
5, 6.742, 650
4, 6.768, 353
5, 6.792, 638
4, 6.818, 371
5, 6.844, 621
4, 6.869, 394
5, 6.894, 600
4, 6.919, 420
5, 6.945, 576
4, 6.971, 447
5, 6.995, 552
4, 7.021, 474
5, 7.046, 527
4, 7.072, 500
5, 7.097, 503
4, 7.122, 523
5, 7.148, 482
4, 7.173, 541
5, 7.198, 466
4, 7.224, 554
5, 7.249, 453
4, 7.275, 561
5, 7.299, 446
4, 7.325, 562
5, 7.351, 444
4, 7.376, 557
5, 7.401, 450
4, 7.426, 545
5, 7.452, 460
4, 7.478, 527
5, 7.502, 476
4, 7.528, 506
5, 7.553, 495
4, 7.579, 481
5, 7.603, 517
4, 7.629, 454
5, 7.655, 542
4, 7.680, 427
5, 7.705, 566
4, 7.730, 400
5, 7.756, 590
4, 7.782, 376
5, 7.806, 612
4, 7.832, 356
5, 7.857, 630
4, 7.883, 341
5, 7.908, 643
4, 7.933, 332
5, 7.959, 651
4, 7.984, 330
5, 8.009, 655
4, 8.035, 332
5, 8.060, 651
4, 8.086, 342
5, 8.110, 643
4, 8.136, 357
5, 8.162, 629
4, 8.187, 378
5, 8.212, 610
4, 8.237, 402
5, 8.263, 589
4, 8.289, 429
5, 8.313, 566
4, 8.339, 456
5, 8.364, 541
4, 8.390, 483
5, 8.414, 517
4, 8.440, 508
5, 8.466, 495
4, 8.491, 530
5, 8.516, 476
4, 8.541, 547
5, 8.567, 462
4, 8.593, 558
5, 8.617, 453
4, 8.643, 563
5, 8.668, 446
4, 8.694, 562
5, 8.719, 449
4, 8.744, 554
5, 8.770, 456
4, 8.795, 541
5, 8.820, 468
4, 8.846, 521
5, 8.871, 485
4, 8.897, 498
5, 8.922, 506
4, 8.947, 473
5, 8.973, 529
4, 8.998, 445
5, 9.024, 552
4, 9.048, 417
5, 9.074, 576
4, 9.100, 392
5, 9.125, 599
4, 9.150, 369
5, 9.175, 618
4, 9.201, 351
5, 9.227, 634
4, 9.251, 338
5, 9.277, 644
4, 9.302, 331
5, 9.328, 651
4, 9.352, 331
5, 9.378, 650
4, 9.404, 336
5, 9.429, 645
4, 9.454, 348
5, 9.479, 634
4, 9.505, 364
5, 9.531, 619
4, 9.555, 385
5, 9.581, 599
4, 9.606, 411
5, 9.632, 577
4, 9.657, 437
5, 9.682, 554
4, 9.708, 465
5, 9.733, 530
4, 9.758, 491
5, 9.784, 508
4, 9.809, 515
5, 9.835, 487
4, 9.859, 535
5, 9.885, 471
4, 9.911, 550
5, 9.936, 460
4, 9.961, 559
5, 9.986, 453
4, 10.012, 562
5, 10.038, 451
4, 10.062, 559
5, 10.088, 454
4, 10.113, 549
5, 10.139, 464
4, 10.163, 534
5, 10.189, 478
4, 10.215, 514
5, 10.240, 496
4, 10.265, 490
5, 10.290, 517
4, 10.316, 464
5, 10.342, 540
4, 10.366, 437
5, 10.392, 564
4, 10.417, 409
5, 10.443, 587
4, 10.468, 385
5, 10.493, 607
4, 10.519, 364
5, 10.544, 624
4, 10.569, 347
5, 10.595, 637
4, 10.620, 336
5, 10.646, 646
4, 10.670, 331
5, 10.696, 648
4, 10.722, 332
5, 10.747, 645
4, 10.772, 340
5, 10.797, 638
4, 10.823, 353
5, 10.849, 625
4, 10.873, 371
5, 10.899, 608
4, 10.924, 394
5, 10.950, 588
4, 10.974, 420
5, 11.000, 565
4, 11.026, 447
5, 11.051, 543
4, 11.076, 473
5, 11.101, 520
4, 11.127, 498
5, 11.153, 498
4, 11.177, 521
5, 11.203, 480
4, 11.228, 539
5, 11.254, 467
4, 11.279, 552
5, 11.304, 456
4, 11.330, 560
5, 11.355, 452
4, 11.380, 561
5, 11.406, 453
4, 11.431, 556
5, 11.457, 460
4, 11.481, 545
5, 11.507, 472
4, 11.533, 528
5, 11.558, 488
4, 11.583, 506
5, 11.608, 507
4, 11.634, 482
5, 11.660, 527
4, 11.684, 455
5, 11.710, 552
4, 11.735, 429
5, 11.761, 574
4, 11.785, 402
5, 11.811, 596
4, 11.837, 379
5, 11.862, 615
4, 11.887, 359
5, 11.912, 630
4, 11.938, 343
5, 11.964, 640
4, 11.988, 335
5, 12.014, 646
4, 12.039, 331
5, 12.065, 646
4, 12.090, 335
5, 12.115, 641
4, 12.141, 343
5, 12.166, 631
4, 12.192, 359
5, 12.217, 617
4, 12.242, 378
5, 12.268, 599
4, 12.293, 402
5, 12.318, 577
4, 12.344, 428
5, 12.369, 555
4, 12.395, 454
5, 12.419, 532
4, 12.445, 480
5, 12.471, 510
4, 12.496, 505
5, 12.521, 491
4, 12.546, 526
5, 12.572, 475
4, 12.598, 543
5, 12.622, 463
4, 12.648, 554
5, 12.673, 456
4, 12.699, 559
5, 12.723, 454
4, 12.749, 558
5, 12.775, 458
4, 12.800, 551
5, 12.825, 466
4, 12.850, 538
5, 12.876, 479
4, 12.902, 520
5, 12.926, 497
4, 12.952, 498
5, 12.977, 518
4, 13.003, 473
5, 13.028, 540
4, 13.053, 447
5, 13.079, 562
4, 13.104, 420
5, 13.129, 584
4, 13.155, 395
5, 13.180, 605
4, 13.206, 373
5, 13.230, 621
4, 13.256, 355
5, 13.282, 634
4, 13.307, 343
5, 13.332, 643
4, 13.357, 336
5, 13.383, 645
4, 13.409, 334
5, 13.433, 643
4, 13.459, 339
5, 13.484, 636
4, 13.510, 349
5, 13.534, 624
4, 13.560, 366
5, 13.586, 608
4, 13.611, 387
5, 13.636, 589
4, 13.661, 410
5, 13.687, 566
4, 13.713, 436
5, 13.737, 544
4, 13.763, 462
5, 13.788, 522
4, 13.814, 488
5, 13.839, 501
4, 13.864, 511
5, 13.890, 483
4, 13.915, 531
5, 13.940, 469
4, 13.966, 545
5, 13.991, 459
4, 14.017, 554
5, 14.041, 455
4, 14.067, 558
5, 14.093, 455
4, 14.118, 555
5, 14.143, 462
4, 14.168, 547
5, 14.194, 472
4, 14.220, 532
5, 14.244, 488
4, 14.270, 513
5, 14.295, 507
4, 14.321, 489
5, 14.345, 528
4, 14.371, 465
5, 14.397, 550
4, 14.422, 439
5, 14.447, 573
4, 14.472, 413
5, 14.498, 593
4, 14.524, 390
5, 14.548, 613
4, 14.574, 369
5, 14.599, 628
4, 14.625, 353
5, 14.650, 639
4, 14.675, 342
5, 14.701, 644
4, 14.726, 337
5, 14.751, 645
4, 14.777, 338
5, 14.802, 640
4, 14.828, 345
5, 14.852, 630
4, 14.878, 357
5, 14.904, 616
4, 14.929, 374
5, 14.954, 599
4, 14.979, 395
5, 15.005, 578
4, 15.031, 419
5, 15.055, 556
4, 15.081, 445
5, 15.106, 533
4, 15.132, 471
5, 15.156, 511
4, 15.182, 494
5, 15.208, 492
4, 15.233, 516
5, 15.259, 477
4, 15.283, 534
5, 15.309, 465
4, 15.335, 546
5, 15.360, 457
4, 15.385, 553
5, 15.410, 454
4, 15.436, 555
5, 15.462, 458
4, 15.486, 550
5, 15.512, 467
4, 15.537, 540
5, 15.563, 480
4, 15.588, 524
5, 15.613, 497
4, 15.639, 504
5, 15.664, 516
4, 15.689, 481
5, 15.715, 538
4, 15.740, 456
5, 15.766, 561
4, 15.790, 431
5, 15.816, 583
4, 15.842, 406
5, 15.867, 603
4, 15.892, 384
5, 15.917, 620
4, 15.943, 366
5, 15.969, 633
4, 15.993, 351
5, 16.019, 642
4, 16.044, 343
5, 16.070, 646
4, 16.094, 339
5, 16.120, 643
4, 16.146, 342
5, 16.171, 636
4, 16.196, 351
5, 16.221, 625
4, 16.247, 364
5, 16.273, 609
4, 16.297, 383
5, 16.323, 590
4, 16.348, 404
5, 16.374, 568
4, 16.399, 429
5, 16.424, 545
4, 16.450, 453
5, 16.475, 523
4, 16.500, 477
5, 16.526, 502
4, 16.551, 501
5, 16.577, 485
4, 16.601, 520
5, 16.627, 470
4, 16.653, 536
5, 16.678, 460
4, 16.703, 546
5, 16.728, 455
4, 16.754, 551
5, 16.780, 454
4, 16.804, 551
5, 16.830, 461
4, 16.855, 544
5, 16.881, 471
4, 16.905, 533
5, 16.931, 486
4, 16.957, 516
5, 16.982, 505
4, 17.007, 495
5, 17.032, 526
4, 17.058, 472
5, 17.084, 548
4, 17.108, 447
5, 17.134, 571
4, 17.159, 423
5, 17.185, 593
4, 17.210, 400
5, 17.235, 612
4, 17.261, 379
5, 17.286, 627
4, 17.311, 362
5, 17.337, 638
4, 17.362, 351
5, 17.388, 644
4, 17.412, 344
5, 17.438, 646
4, 17.464, 343
5, 17.489, 642
4, 17.514, 347
5, 17.539, 633
4, 17.565, 357
5, 17.591, 619
4, 17.615, 372
5, 17.641, 601
4, 17.666, 392
5, 17.692, 581
4, 17.716, 414
5, 17.742, 559
4, 17.768, 438
5, 17.793, 536
4, 17.818, 461
5, 17.843, 515
4, 17.869, 485
5, 17.895, 494
4, 17.919, 506
5, 17.945, 477
4, 17.970, 523
5, 17.996, 465
4, 18.021, 537
5, 18.046, 457
4, 18.072, 546
5, 18.097, 454
4, 18.122, 549
5, 18.148, 456
4, 18.173, 546
5, 18.199, 464
4, 18.223, 538
5, 18.249, 477
4, 18.275, 525
5, 18.300, 493
4, 18.325, 507
5, 18.350, 513
4, 18.376, 486
5, 18.402, 535
4, 18.426, 464
5, 18.452, 557
4, 18.477, 440
5, 18.503, 579
4, 18.528, 416
5, 18.553, 601
4, 18.579, 394
5, 18.604, 618
4, 18.629, 375
5, 18.654, 633
4, 18.680, 361
5, 18.706, 642
4, 18.730, 351
5, 18.756, 646
4, 18.781, 347
5, 18.807, 645
4, 18.832, 348
5, 18.857, 639
4, 18.883, 354
5, 18.908, 628
4, 18.933, 366
5, 18.959, 613
4, 18.984, 381
5, 19.010, 594
4, 19.034, 401
5, 19.060, 572
4, 19.086, 423
5, 19.111, 549
4, 19.136, 446
5, 19.161, 527
4, 19.187, 469
5, 19.213, 505
4, 19.237, 491
5, 19.263, 487
4, 19.288, 511
5, 19.314, 472
4, 19.339, 526
5, 19.364, 461
4, 19.390, 538
5, 19.415, 455
4, 19.440, 544
5, 19.465, 454
4, 19.491, 545
5, 19.517, 459
4, 19.541, 540
5, 19.567, 469
4, 19.592, 531
5, 19.618, 483
4, 19.643, 516
5, 19.668, 501
4, 19.694, 497
5, 19.719, 522
4, 19.745, 476
5, 19.770, 544
4, 19.795, 454
5, 19.821, 567
4, 19.846, 431
5, 19.871, 589
4, 19.897, 408
5, 19.922, 608
4, 19.948, 388
5, 19.972, 625
4, 19.998, 371
5, 20.024, 637
4, 20.049, 359
5, 20.074, 644
4, 20.099, 352
5, 20.125, 647
4, 20.151, 350
5, 20.175, 644
4, 20.201, 352
5, 20.226, 636
4, 20.252, 360
5, 20.276, 624
4, 20.302, 374
5, 20.328, 606
4, 20.353, 390
5, 20.378, 586
4, 20.403, 410
5, 20.429, 563
4, 20.455, 432
5, 20.479, 541
4, 20.505, 455
5, 20.530, 518
4, 20.556, 478
5, 20.581, 498
4, 20.606, 498
5, 20.632, 480
4, 20.657, 515
5, 20.682, 467
4, 20.708, 529
5, 20.733, 458
4, 20.759, 538
5, 20.783, 453
4, 20.809, 542
5, 20.835, 454
4, 20.860, 541
5, 20.885, 462
4, 20.910, 534
5, 20.936, 472
4, 20.962, 523
5, 20.986, 489
4, 21.012, 507
5, 21.037, 507
4, 21.063, 488
5, 21.088, 530
4, 21.113, 468
5, 21.139, 552
4, 21.164, 445
5, 21.189, 574
4, 21.214, 423
5, 21.240, 597
4, 21.266, 402
5, 21.290, 616
4, 21.316, 384
5, 21.341, 630
4, 21.367, 370
5, 21.392, 640
4, 21.417, 359
5, 21.443, 647
4, 21.468, 353
5, 21.493, 647
4, 21.519, 353
5, 21.544, 641
4, 21.570, 359
5, 21.594, 632
4, 21.620, 368
5, 21.646, 618
4, 21.671, 382
5, 21.696, 599
4, 21.721, 400
5, 21.747, 579
4, 21.773, 421
5, 21.797, 556
4, 21.823, 443
5, 21.848, 533
4, 21.874, 464
5, 21.899, 510
4, 21.924, 484
5, 21.950, 491
4, 21.975, 503
5, 22.000, 475
4, 22.025, 520
5, 22.051, 463
4, 22.077, 530
5, 22.101, 455
4, 22.127, 537
5, 22.152, 453
4, 22.178, 539
5, 22.203, 456
4, 22.228, 535
5, 22.254, 465
4, 22.279, 527
5, 22.304, 478
4, 22.330, 514
5, 22.355, 495
4, 22.381, 497
5, 22.405, 516
4, 22.431, 478
5, 22.457, 538
4, 22.482, 457
5, 22.507, 560
4, 22.532, 435
5, 22.558, 583
4, 22.584, 414
5, 22.608, 604
4, 22.634, 394
5, 22.659, 621
4, 22.685, 379
5, 22.710, 635
4, 22.735, 367
5, 22.761, 644
4, 22.786, 359
5, 22.812, 647
4, 22.836, 355
5, 22.862, 646
4, 22.888, 359
5, 22.913, 639
4, 22.938, 365
5, 22.963, 627
4, 22.989, 376
5, 23.015, 612
4, 23.039, 391
5, 23.065, 593
4, 23.090, 410
5, 23.116, 571
4, 23.141, 430
5, 23.166, 548
4, 23.192, 452
5, 23.217, 526
4, 23.242, 472
5, 23.268, 504
4, 23.293, 492
5, 23.319, 486
4, 23.343, 509
5, 23.369, 470
4, 23.395, 522
5, 23.420, 460
4, 23.445, 531
5, 23.470, 454
4, 23.496, 536
5, 23.522, 453
4, 23.546, 535
5, 23.572, 459
4, 23.597, 530
5, 23.623, 468
4, 23.648, 519
5, 23.673, 483
4, 23.699, 505
5, 23.724, 502
4, 23.749, 487
5, 23.774, 523
4, 23.800, 468
5, 23.826, 545
4, 23.850, 447
5, 23.876, 568
4, 23.901, 427
5, 23.927, 590
4, 23.952, 407
5, 23.977, 609
4, 24.003, 390
5, 24.028, 625
4, 24.053, 375
5, 24.079, 637
4, 24.104, 366
5, 24.130, 644
4, 24.154, 360
5, 24.180, 647
4, 24.206, 359
5, 24.231, 644
4, 24.256, 363
5, 24.281, 635
4, 24.307, 372
5, 24.333, 622
4, 24.357, 385
5, 24.383, 605
4, 24.408, 401
5, 24.434, 585
4, 24.459, 420
5, 24.484, 564
4, 24.510, 441
5, 24.535, 541
4, 24.560, 461
5, 24.585, 518
4, 24.611, 481
5, 24.637, 498
4, 24.661, 499
5, 24.687, 481
4, 24.712, 513
5, 24.738, 467
4, 24.763, 525
5, 24.788, 458
4, 24.814, 532
5, 24.839, 454
4, 24.864, 534
5, 24.890, 455
4, 24.915, 531
5, 24.941, 461
4, 24.965, 523
5, 24.991, 473
4, 25.017, 511
5, 25.042, 488
4, 25.067, 496
5, 25.092, 509
4, 25.118, 478
5, 25.144, 530
4, 25.168, 458
5, 25.194, 553
4, 25.219, 437
5, 25.245, 575
4, 25.270, 417
5, 25.295, 596
4, 25.321, 399
5, 25.346, 615
4, 25.371, 384
5, 25.396, 630
4, 25.422, 372
5, 25.448, 640
4, 25.472, 364
5, 25.498, 646
4, 25.523, 361
5, 25.549, 646
4, 25.574, 362
5, 25.599, 641
4, 25.625, 369
5, 25.650, 631
4, 25.675, 380
5, 25.701, 617
4, 25.726, 394
5, 25.752, 599
4, 25.776, 411
5, 25.802, 578
4, 25.828, 431
5, 25.853, 557
4, 25.878, 451
5, 25.903, 534
4, 25.929, 471
5, 25.955, 512
4, 25.979, 489
5, 26.005, 493
4, 26.030, 506
5, 26.056, 476
4, 26.081, 518
5, 26.106, 464
4, 26.132, 528
5, 26.157, 457
4, 26.182, 532
5, 26.208, 454
4, 26.233, 532
5, 26.259, 458
4, 26.283, 527
5, 26.309, 466
4, 26.334, 518
5, 26.360, 478
4, 26.385, 504
5, 26.410, 495
4, 26.436, 487
5, 26.461, 515
4, 26.487, 468
5, 26.512, 537
4, 26.537, 448
5, 26.563, 560
4, 26.588, 428
5, 26.613, 582
4, 26.639, 409
5, 26.664, 602
4, 26.690, 393
5, 26.714, 619
4, 26.740, 379
5, 26.766, 632
4, 26.791, 369
5, 26.816, 641
4, 26.841, 363
5, 26.867, 645
4, 26.893, 363
5, 26.917, 644
4, 26.943, 367
5, 26.968, 638
4, 26.994, 375
5, 27.019, 626
4, 27.044, 387
5, 27.070, 611
4, 27.095, 403
5, 27.120, 592
4, 27.145, 421
5, 27.171, 571
4, 27.197, 440
5, 27.221, 549
4, 27.247, 460
5, 27.272, 528
4, 27.298, 479
5, 27.323, 506
4, 27.348, 497
5, 27.374, 488
4, 27.399, 512
5, 27.424, 473
4, 27.450, 522
5, 27.475, 463
4, 27.501, 530
5, 27.525, 457
4, 27.551, 531
5, 27.577, 457
4, 27.602, 529
5, 27.627, 461
4, 27.652, 521
5, 27.678, 471
4, 27.704, 510
5, 27.728, 485
4, 27.754, 495
5, 27.779, 503
4, 27.805, 478
5, 27.830, 523
4, 27.855, 458
5, 27.881, 544
4, 27.906, 438
5, 27.931, 566
4, 27.956, 419
5, 27.982, 587
4, 28.008, 401
5, 28.032, 607
4, 28.058, 385
5, 28.083, 623
4, 28.109, 374
5, 28.134, 634
4, 28.159, 366
5, 28.185, 642
4, 28.210, 363
5, 28.235, 644
4, 28.261, 364
5, 28.286, 642
4, 28.312, 370
5, 28.336, 634
4, 28.362, 381
5, 28.388, 621
4, 28.413, 394
5, 28.438, 604
4, 28.463, 412
5, 28.489, 586
4, 28.515, 430
5, 28.539, 564
4, 28.565, 450
5, 28.590, 543
4, 28.616, 470
5, 28.641, 521
4, 28.666, 488
5, 28.692, 500
4, 28.717, 503
5, 28.742, 484
4, 28.768, 517
5, 28.793, 471
4, 28.819, 526
5, 28.843, 463
4, 28.869, 530
5, 28.894, 459
4, 28.920, 530
5, 28.945, 460
4, 28.970, 525
5, 28.996, 465
4, 29.021, 516
5, 29.046, 476
4, 29.072, 502
5, 29.097, 491
4, 29.123, 487
5, 29.147, 510
4, 29.173, 468
5, 29.199, 530
4, 29.224, 449
5, 29.249, 552
4, 29.274, 429
5, 29.300, 573
4, 29.326, 410
5, 29.350, 593
4, 29.376, 393
5, 29.401, 611
4, 29.427, 381
5, 29.452, 625
4, 29.477, 371
5, 29.503, 635
4, 29.528, 365
5, 29.554, 641
4, 29.579, 364
5, 29.604, 642
4, 29.630, 367
5, 29.655, 637
4, 29.680, 375
5, 29.705, 628
4, 29.731, 388
5, 29.757, 615
4, 29.781, 402
5, 29.807, 597
4, 29.832, 421
5, 29.858, 578
4, 29.883, 440
5, 29.908, 557
4, 29.934, 460
5, 29.959, 535
4, 29.984, 479
5, 30.010, 515
4, 30.035, 496
5, 30.061, 496
4, 30.085, 511
5, 30.111, 481
4, 30.137, 522
5, 30.162, 470
4, 30.187, 529
5, 30.212, 462
4, 30.238, 531
5, 30.264, 460
4, 30.288, 529
5, 30.314, 463
4, 30.339, 522
5, 30.365, 470
4, 30.390, 510
5, 30.415, 482
4, 30.441, 496
5, 30.466, 497
4, 30.491, 479
5, 30.516, 516
4, 30.542, 460
5, 30.568, 537
4, 30.592, 440
5, 30.618, 559
4, 30.643, 420
5, 30.669, 579
4, 30.694, 402
5, 30.719, 598
4, 30.745, 387
5, 30.770, 614
4, 30.795, 375
5, 30.821, 627
4, 30.846, 368
5, 30.872, 636
4, 30.896, 363
5, 30.922, 640
4, 30.948, 364
5, 30.973, 638
4, 30.998, 370
5, 31.023, 632
4, 31.049, 380
5, 31.075, 623
4, 31.099, 393
5, 31.125, 608
4, 31.150, 410
5, 31.176, 590
4, 31.201, 429
5, 31.226, 570
4, 31.252, 449
5, 31.277, 550
4, 31.302, 468
5, 31.328, 529
4, 31.353, 487
5, 31.379, 510
4, 31.403, 503
5, 31.429, 493
4, 31.454, 516
5, 31.480, 479
4, 31.505, 526
5, 31.530, 469
4, 31.556, 531
5, 31.581, 464
4, 31.606, 531
5, 31.632, 464
4, 31.657, 527
5, 31.683, 467
4, 31.707, 518
5, 31.733, 477
4, 31.759, 505
5, 31.784, 489
4, 31.809, 489
5, 31.834, 505
4, 31.860, 470
5, 31.886, 525
4, 31.910, 451
5, 31.936, 545
4, 31.961, 431
5, 31.987, 565
4, 32.012, 413
5, 32.037, 584
4, 32.063, 395
5, 32.088, 602
4, 32.113, 382
5, 32.139, 617
4, 32.164, 371
5, 32.190, 628
4, 32.214, 364
5, 32.240, 635
4, 32.265, 362
5, 32.291, 637
4, 32.316, 366
5, 32.341, 634
4, 32.367, 374
5, 32.392, 627
4, 32.417, 385
5, 32.443, 615
4, 32.468, 400
5, 32.494, 600
4, 32.518, 418
5, 32.544, 583
4, 32.570, 437
5, 32.595, 563
4, 32.620, 457
5, 32.645, 543
4, 32.671, 477
5, 32.697, 522
4, 32.721, 495
5, 32.747, 505
4, 32.772, 509
5, 32.798, 490
4, 32.823, 521
5, 32.848, 478
4, 32.874, 528
5, 32.899, 469
4, 32.924, 532
5, 32.950, 466
4, 32.975, 530
5, 33.001, 467
4, 33.025, 524
5, 33.051, 473
4, 33.076, 513
5, 33.102, 483
4, 33.127, 499
5, 33.152, 497
4, 33.178, 481
5, 33.203, 513
4, 33.228, 462
5, 33.254, 533
4, 33.279, 442
5, 33.305, 552
4, 33.329, 423
5, 33.355, 572
4, 33.381, 404
5, 33.406, 590
4, 33.431, 388
5, 33.456, 606
4, 33.482, 376
5, 33.508, 619
4, 33.532, 367
5, 33.558, 628
4, 33.583, 363
5, 33.609, 634
4, 33.634, 363
5, 33.659, 634
4, 33.685, 368
5, 33.710, 629
4, 33.735, 378
5, 33.761, 620
4, 33.786, 391
5, 33.812, 608
4, 33.836, 407
5, 33.862, 593
4, 33.888, 425
5, 33.913, 575
4, 33.938, 445
5, 33.963, 556
4, 33.989, 466
5, 34.014, 536
4, 34.039, 485
5, 34.065, 518
4, 34.090, 500
5, 34.116, 501
4, 34.140, 515
5, 34.166, 487
4, 34.192, 524
5, 34.217, 477
4, 34.242, 531
5, 34.267, 470
4, 34.293, 532
5, 34.319, 469
4, 34.343, 529
5, 34.369, 471
4, 34.394, 520
5, 34.420, 479
4, 34.445, 508
5, 34.470, 490
4, 34.496, 493
5, 34.521, 505
4, 34.546, 475
5, 34.572, 521
4, 34.597, 455
5, 34.623, 540
