# Created on 2026-03-19 16:36:39.346334+01:00 (1773934599.346334 s)
# baldaquin version: 0.10.2
# Creator: Pendulum View
# Time4   ADC4   Time5   ADC5
57.053   497   57.078   485
57.104   497   57.129   491
57.155   497   57.179   497
57.205   497   57.230   502
57.256   497   57.281   506
57.306   496   57.332   509
57.357   497   57.382   510
57.408   497   57.433   510
57.459   496   57.483   508
57.509   498   57.535   505
57.560   497   57.585   501
57.610   497   57.636   496
57.662   497   57.686   491
57.712   497   57.737   484
57.763   497   57.788   479
57.813   497   57.839   472
57.864   497   57.890   467
57.915   496   57.940   462
57.966   497   57.991   458
58.016   497   58.041   455
58.067   496   58.093   454
58.117   497   58.143   454
58.168   497   58.194   456
58.219   497   58.244   458
58.270   497   58.295   462
58.320   497   58.346   467
58.371   497   58.397   473
58.421   497   58.447   479
58.473   496   58.498   485
58.523   497   58.548   491
58.574   497   58.600   497
58.624   497   58.650   502
58.675   497   58.701   505
58.726   497   58.751   508
58.777   497   58.802   509
58.827   497   58.852   509
58.878   497   58.904   507
58.928   497   58.954   505
58.979   497   59.005   500
59.030   497   59.055   496
59.081   497   59.106   490
59.131   497   59.157   484
59.182   497   59.208   478
59.232   496   59.258   472
59.284   497   59.309   467
59.334   497   59.359   462
59.385   497   59.411   459
59.435   497   59.461   456
59.486   496   59.512   455
59.537   497   59.562   455
59.588   497   59.613   456
59.638   497   59.664   460
59.689   497   59.715   464
59.739   497   59.765   469
59.790   497   59.816   473
59.841   497   59.866   480
59.892   497   59.917   486
59.942   497   59.968   491
59.993   497   60.019   496
60.043   497   60.069   501
60.095   497   60.120   504
60.145   497   60.170   507
60.196   496   60.222   508
60.246   497   60.272   507
60.297   497   60.323   506
60.348   497   60.373   504
60.399   497   60.424   500
60.449   497   60.475   495
60.500   497   60.526   489
60.550   497   60.576   484
60.601   497   60.627   476
