# Created on 2026-03-19 16:36:39.346334+01:00 (1773934599.346334 s)
# baldaquin version: 0.10.2
# Creator: Pendulum View
# Time4   ADC4   Time5   ADC5
20.251   497   20.276   495
20.302   497   20.328   510
20.352   497   20.378   523
20.403   497   20.429   534
20.454   497   20.479   542
20.505   497   20.530   547
20.555   497   20.580   549
20.606   497   20.632   547
20.656   497   20.682   542
20.707   498   20.733   534
20.758   498   20.783   523
20.809   498   20.834   510
20.859   498   20.885   496
20.910   498   20.936   480
20.960   498   20.986   465
21.012   498   21.037   450
21.062   498   21.087   438
21.113   498   21.139   427
21.163   498   21.189   419
21.214   498   21.240   414
21.265   498   21.290   412
21.316   498   21.341   414
21.366   496   21.392   419
21.417   497   21.443   427
21.467   497   21.493   438
21.518   497   21.544   451
21.569   497   21.594   465
21.620   497   21.645   480
21.671   497   21.696   495
21.721   497   21.747   509
21.772   497   21.797   522
21.823   497   21.848   532
21.874   496   21.898   541
21.924   498   21.950   545
21.975   497   22.000   547
22.025   497   22.051   545
22.077   498   22.101   540
22.127   498   22.152   532
22.178   498   22.203   521
22.228   498   22.254   508
22.279   498   22.304   494
22.329   498   22.355   479
22.381   498   22.405   465
22.431   498   22.456   451
22.482   498   22.507   438
22.532   498   22.558   429
22.583   498   22.608   420
22.634   498   22.659   416
22.685   497   22.709   414
22.735   498   22.761   416
22.786   497   22.811   421
22.836   497   22.862   429
22.888   497   22.912   440
22.938   497   22.963   452
22.989   497   23.014   466
23.039   497   23.065   480
23.090   497   23.115   495
23.140   497   23.166   509
23.192   497   23.216   521
23.242   497   23.267   531
23.293   498   23.318   538
23.343   498   23.369   543
23.394   498   23.419   544
23.445   498   23.470   543
23.496   498   23.520   538
23.546   498   23.572   530
23.597   498   23.622   519
23.647   499   23.673   507
23.699   499   23.723   493
23.749   499   23.774   479
23.800   498   23.825   464
23.850   498   23.876   451
23.901   498   23.926   439
23.952   498   23.977   430
24.003   498   24.027   422
24.053   497   24.078   417
24.104   497   24.129   417
24.154   497   24.180   418
24.205   497   24.230   424
24.256   496   24.281   431
24.307   497   24.331   442
24.357   497   24.383   453
24.408   497   24.433   466
24.458   497   24.484   481
24.510   497   24.534   495
24.560   497   24.585   508
24.611   498   24.636   521
24.661   497   24.687   530
24.712   497   24.738   537
24.763   498   24.788   541
24.814   498   24.839   543
24.864   498   24.889   541
24.915   498   24.941   536
24.965   499   24.991   527
25.016   498   25.042   517
25.067   498   25.092   505
25.118   499   25.143   492
25.168   498   25.194   478
25.219   498   25.245   463
25.269   498   25.295   451
25.321   497   25.346   440
25.371   497   25.396   431
25.422   497   25.448   424
25.472   497   25.498   420
25.523   497   25.549   419
25.574   496   25.599   420
25.625   497   25.650   426
25.675   497   25.700   433
25.726   496   25.752   443
25.776   496   25.802   455
25.827   496   25.853   469
25.878   497   25.903   482
25.929   497   25.954   496
25.979   498   26.005   509
26.030   498   26.056   520
26.080   498   26.106   529
26.132   499   26.157   536
26.182   498   26.207   540
26.233   499   26.259   541
26.283   499   26.309   539
26.334   499   26.360   534
26.385   498   26.410   526
26.436   498   26.461   516
26.486   497   26.512   504
26.537   498   26.563   491
26.587   498   26.613   478
26.638   497   26.664   464
26.689   497   26.714   452
26.740   497   26.765   441
26.790   497   26.816   432
26.841   497   26.867   425
26.891   497   26.917   421
26.943   497   26.968   420
26.993   497   27.018   421
27.044   497   27.070   428
27.094   497   27.120   435
27.145   495   27.171   445
27.196   497   27.221   457
27.247   498   27.272   468
27.297   497   27.323   483
27.348   498   27.374   496
27.398   498   27.424   508
27.449   498   27.475   519
27.500   498   27.525   528
27.551   499   27.576   535
27.601   499   27.627   537
27.652   499   27.678   539
27.702   499   27.728   537
27.754   498   27.779   532
