# Created on 2026-03-12 15:29:17.056198+01:00 (1773325757.056198 s)
# baldaquin version: 0.10.0
# Creator: Pendulum View
# Pin number, Time [s], Position [a. u.]
4, 23.293, 487
5, 23.318, 506
4, 23.343, 483
5, 23.368, 505
4, 23.394, 481
5, 23.420, 506
4, 23.444, 478
5, 23.470, 506
4, 23.495, 477
5, 23.521, 506
4, 23.546, 477
5, 23.571, 506
4, 23.597, 479
5, 23.622, 505
4, 23.647, 481
5, 23.673, 506
4, 23.698, 483
5, 23.724, 506
4, 23.748, 487
5, 23.774, 506
4, 23.800, 492
5, 23.825, 506
4, 23.850, 496
5, 23.875, 506
4, 23.901, 501
5, 23.927, 506
4, 23.951, 507
5, 23.977, 506
4, 24.002, 509
5, 24.028, 506
4, 24.052, 514
5, 24.078, 506
4, 24.104, 517
5, 24.129, 506
4, 24.154, 519
5, 24.179, 506
4, 24.205, 519
5, 24.231, 507
4, 24.255, 519
5, 24.281, 507
4, 24.306, 518
5, 24.332, 506
4, 24.357, 516
5, 24.382, 506
4, 24.408, 514
5, 24.433, 506
4, 24.459, 509
5, 24.484, 506
4, 24.509, 505
5, 24.535, 506
4, 24.560, 500
5, 24.585, 506
4, 24.611, 495
5, 24.636, 506
4, 24.662, 491
5, 24.686, 505
4, 24.712, 487
5, 24.738, 506
4, 24.763, 484
5, 24.788, 506
4, 24.813, 480
5, 24.839, 506
4, 24.865, 479
5, 24.889, 506
4, 24.915, 478
5, 24.940, 506
4, 24.966, 478
5, 24.990, 506
4, 25.016, 480
5, 25.042, 505
4, 25.067, 482
5, 25.092, 505
4, 25.117, 485
5, 25.143, 506
4, 25.169, 489
5, 25.193, 505
4, 25.219, 493
5, 25.244, 506
4, 25.270, 497
5, 25.295, 505
4, 25.320, 502
5, 25.346, 506
4, 25.371, 507
5, 25.396, 506
4, 25.422, 511
5, 25.447, 506
4, 25.473, 514
5, 25.497, 506
4, 25.523, 517
5, 25.549, 506
4, 25.574, 518
5, 25.599, 506
4, 25.624, 520
5, 25.650, 506
4, 25.676, 519
5, 25.700, 506
4, 25.726, 518
5, 25.751, 506
4, 25.777, 515
5, 25.801, 505
4, 25.827, 512
5, 25.853, 506
4, 25.878, 508
5, 25.903, 506
4, 25.928, 504
5, 25.954, 506
4, 25.980, 499
5, 26.004, 506
4, 26.030, 495
5, 26.055, 505
4, 26.081, 491
5, 26.106, 506
4, 26.131, 487
5, 26.157, 506
4, 26.182, 483
5, 26.207, 506
4, 26.233, 481
5, 26.258, 506
4, 26.284, 479
5, 26.308, 505
4, 26.334, 479
5, 26.360, 506
4, 26.385, 480
5, 26.410, 506
4, 26.435, 481
5, 26.461, 506
4, 26.487, 483
5, 26.511, 506
4, 26.537, 486
5, 26.562, 506
4, 26.588, 490
5, 26.612, 506
4, 26.638, 494
5, 26.664, 506
4, 26.689, 499
5, 26.714, 506
4, 26.739, 502
5, 26.765, 506
4, 26.791, 507
5, 26.815, 506
4, 26.841, 510
5, 26.866, 506
4, 26.892, 513
5, 26.917, 506
4, 26.942, 516
5, 26.968, 506
4, 26.993, 517
5, 27.018, 506
4, 27.044, 518
5, 27.069, 506
4, 27.095, 517
5, 27.119, 506
4, 27.145, 516
5, 27.171, 506
4, 27.196, 513
5, 27.221, 506
4, 27.246, 510
5, 27.272, 506
4, 27.298, 507
5, 27.322, 506
4, 27.348, 502
5, 27.373, 506
4, 27.399, 498
5, 27.423, 507
4, 27.449, 495
5, 27.475, 506
4, 27.500, 491
5, 27.526, 506
4, 27.550, 487
5, 27.576, 506
4, 27.602, 484
5, 27.627, 506
4, 27.652, 481
5, 27.677, 506
4, 27.703, 481
5, 27.729, 506
4, 27.753, 481
5, 27.779, 506
4, 27.804, 481
5, 27.830, 506
4, 27.855, 482
5, 27.880, 505
4, 27.906, 485
5, 27.931, 506
4, 27.956, 487
5, 27.982, 506
4, 28.007, 491
5, 28.033, 505
4, 28.057, 495
5, 28.083, 506
4, 28.109, 499
5, 28.134, 506
4, 28.159, 503
5, 28.184, 506
4, 28.210, 507
5, 28.236, 506
4, 28.260, 510
5, 28.286, 506
4, 28.311, 514
5, 28.337, 506
4, 28.361, 515
5, 28.387, 506
4, 28.413, 516
5, 28.438, 506
4, 28.463, 517
5, 28.488, 506
4, 28.514, 516
5, 28.540, 506
4, 28.564, 515
5, 28.590, 506
4, 28.615, 512
5, 28.641, 506
4, 28.666, 509
5, 28.691, 505
4, 28.717, 505
5, 28.742, 506
4, 28.767, 502
5, 28.793, 506
4, 28.818, 498
5, 28.844, 506
4, 28.868, 494
5, 28.894, 506
4, 28.920, 491
5, 28.945, 506
4, 28.970, 487
5, 28.995, 506
4, 29.021, 484
5, 29.047, 506
4, 29.071, 483
5, 29.097, 506
4, 29.122, 482
5, 29.148, 505
4, 29.172, 482
5, 29.198, 506
4, 29.224, 482
5, 29.249, 506
4, 29.274, 483
5, 29.299, 506
4, 29.325, 486
5, 29.351, 506
4, 29.375, 488
5, 29.401, 506
4, 29.426, 493
5, 29.452, 505
4, 29.477, 496
5, 29.502, 506
4, 29.528, 500
5, 29.553, 506
4, 29.578, 503
5, 29.604, 506
4, 29.629, 508
5, 29.655, 505
4, 29.679, 511
5, 29.705, 506
4, 29.731, 513
5, 29.756, 506
4, 29.781, 515
5, 29.806, 506
4, 29.832, 516
5, 29.858, 506
4, 29.882, 516
5, 29.908, 506
4, 29.933, 515
5, 29.959, 506
4, 29.983, 513
5, 30.009, 506
4, 30.035, 511
5, 30.060, 507
4, 30.085, 508
5, 30.110, 506
4, 30.136, 505
5, 30.162, 506
