# Created on 2026-03-12 15:44:28.043422+01:00 (1773326668.043422 s)
# baldaquin version: 0.10.0
# Creator: Pendulum View
# Pin number, Time [s], Position [a. u.]
5, 34.216, 503
4, 34.241, 506
5, 34.267, 507
4, 34.291, 505
5, 34.317, 511
4, 34.343, 506
5, 34.368, 515
4, 34.393, 505
5, 34.418, 518
4, 34.444, 506
5, 34.470, 520
4, 34.494, 506
5, 34.520, 521
4, 34.545, 506
5, 34.571, 522
4, 34.596, 505
5, 34.621, 523
4, 34.647, 506
5, 34.672, 523
4, 34.697, 505
5, 34.723, 521
4, 34.748, 505
5, 34.774, 519
4, 34.798, 506
5, 34.824, 515
4, 34.850, 506
5, 34.875, 513
4, 34.900, 506
5, 34.925, 509
4, 34.951, 505
5, 34.977, 506
4, 35.001, 505
5, 35.027, 502
4, 35.052, 505
5, 35.078, 498
4, 35.102, 506
5, 35.128, 495
4, 35.154, 506
5, 35.179, 493
4, 35.204, 506
5, 35.229, 491
4, 35.255, 506
5, 35.281, 491
4, 35.305, 506
5, 35.331, 491
4, 35.356, 506
5, 35.382, 490
4, 35.407, 506
5, 35.432, 492
4, 35.458, 506
5, 35.483, 494
4, 35.508, 506
5, 35.534, 497
4, 35.559, 506
5, 35.585, 501
4, 35.609, 505
5, 35.635, 504
4, 35.661, 506
5, 35.686, 507
4, 35.711, 505
5, 35.736, 511
4, 35.762, 506
5, 35.788, 514
4, 35.812, 506
5, 35.838, 517
4, 35.863, 505
5, 35.889, 519
4, 35.913, 505
5, 35.939, 521
4, 35.965, 506
5, 35.990, 522
4, 36.016, 506
5, 36.040, 522
4, 36.066, 506
5, 36.092, 522
4, 36.117, 505
5, 36.142, 520
4, 36.167, 506
5, 36.193, 518
4, 36.219, 505
5, 36.243, 515
4, 36.269, 506
5, 36.294, 512
4, 36.320, 505
5, 36.345, 509
4, 36.370, 506
5, 36.396, 505
4, 36.421, 506
5, 36.446, 502
4, 36.472, 505
5, 36.497, 499
4, 36.523, 505
5, 36.547, 496
4, 36.573, 506
5, 36.599, 494
4, 36.624, 506
5, 36.649, 492
4, 36.674, 506
5, 36.700, 491
4, 36.726, 506
5, 36.750, 492
4, 36.776, 506
5, 36.801, 492
4, 36.827, 505
5, 36.851, 493
4, 36.877, 505
5, 36.903, 495
4, 36.928, 505
5, 36.953, 498
4, 36.978, 505
5, 37.004, 501
4, 37.030, 506
5, 37.054, 505
4, 37.080, 506
5, 37.105, 508
4, 37.131, 505
5, 37.156, 511
4, 37.181, 506
5, 37.207, 514
4, 37.232, 506
5, 37.257, 517
4, 37.283, 506
5, 37.308, 519
4, 37.334, 506
5, 37.358, 520
4, 37.384, 505
5, 37.410, 520
4, 37.435, 506
5, 37.460, 521
4, 37.485, 506
5, 37.511, 520
4, 37.537, 506
5, 37.561, 519
4, 37.587, 505
5, 37.612, 516
4, 37.638, 505
5, 37.662, 515
4, 37.688, 506
5, 37.714, 512
4, 37.739, 506
5, 37.764, 508
4, 37.789, 505
5, 37.815, 505
4, 37.841, 506
5, 37.865, 502
4, 37.891, 505
5, 37.916, 499
4, 37.942, 505
5, 37.967, 497
4, 37.992, 505
5, 38.018, 495
4, 38.043, 505
5, 38.068, 493
4, 38.094, 505
5, 38.119, 492
4, 38.145, 505
5, 38.169, 492
4, 38.195, 506
5, 38.221, 493
4, 38.246, 505
5, 38.271, 495
4, 38.296, 506
5, 38.322, 496
4, 38.348, 506
5, 38.372, 499
4, 38.398, 506
5, 38.423, 502
4, 38.449, 505
5, 38.473, 505
4, 38.499, 506
5, 38.525, 508
4, 38.550, 505
5, 38.575, 511
4, 38.600, 505
5, 38.626, 514
4, 38.652, 506
5, 38.676, 516
4, 38.702, 506
5, 38.727, 518
4, 38.753, 506
5, 38.778, 520
4, 38.803, 506
5, 38.829, 520
4, 38.854, 506
5, 38.879, 520
4, 38.905, 506
5, 38.930, 519
4, 38.956, 506
5, 38.981, 518
4, 39.006, 505
5, 39.032, 516
4, 39.057, 505
5, 39.083, 513
4, 39.107, 505
5, 39.133, 511
4, 39.159, 505
5, 39.184, 508
4, 39.209, 505
5, 39.234, 505
4, 39.260, 505
5, 39.286, 502
4, 39.310, 505
5, 39.336, 499
4, 39.361, 505
5, 39.387, 497
4, 39.411, 506
5, 39.437, 496
4, 39.463, 506
5, 39.488, 494
4, 39.513, 506
5, 39.538, 494
4, 39.564, 506
5, 39.590, 494
4, 39.614, 506
5, 39.640, 494
4, 39.665, 506
5, 39.691, 496
4, 39.716, 505
5, 39.741, 497
4, 39.767, 505
5, 39.792, 500
4, 39.817, 506
5, 39.843, 502
4, 39.868, 506
5, 39.894, 505
4, 39.918, 506
5, 39.944, 508
4, 39.970, 505
5, 39.995, 511
4, 40.020, 505
5, 40.045, 513
4, 40.071, 506
5, 40.097, 516
4, 40.121, 506
5, 40.147, 517
4, 40.172, 507
5, 40.198, 518
4, 40.222, 505
5, 40.248, 519
4, 40.274, 506
5, 40.299, 518
4, 40.324, 506
5, 40.349, 518
4, 40.375, 506
5, 40.401, 516
4, 40.425, 506
5, 40.451, 515
4, 40.476, 506
5, 40.502, 512
4, 40.527, 506
5, 40.552, 510
4, 40.578, 506
5, 40.603, 506
4, 40.628, 506
5, 40.654, 504
4, 40.679, 506
5, 40.705, 502
4, 40.729, 506
5, 40.755, 499
4, 40.781, 506
5, 40.806, 497
4, 40.831, 506
5, 40.856, 495
4, 40.882, 506
5, 40.908, 494
4, 40.932, 506
5, 40.958, 494
4, 40.983, 505
5, 41.009, 494
4, 41.033, 505
5, 41.059, 495
4, 41.085, 506
5, 41.110, 497
4, 41.135, 506
5, 41.160, 496
4, 41.186, 506
5, 41.212, 500
4, 41.236, 506
5, 41.262, 503
4, 41.287, 506
5, 41.313, 505
4, 41.338, 505
5, 41.363, 508
4, 41.389, 506
5, 41.414, 511
4, 41.439, 506
5, 41.465, 512
4, 41.490, 506
5, 41.516, 515
4, 41.540, 505
5, 41.566, 516
4, 41.592, 506
5, 41.617, 517
4, 41.642, 507
5, 41.667, 518
4, 41.693, 506
5, 41.719, 518
4, 41.743, 506
5, 41.769, 517
4, 41.794, 506
5, 41.820, 515
4, 41.844, 506
5, 41.870, 514
4, 41.896, 506
5, 41.921, 511
4, 41.946, 506
5, 41.971, 509
4, 41.997, 506
5, 42.023, 507
4, 42.047, 506
5, 42.073, 504
4, 42.098, 506
5, 42.124, 501
4, 42.149, 506
5, 42.174, 499
4, 42.200, 506
5, 42.225, 498
4, 42.251, 506
5, 42.276, 496
4, 42.301, 506
5, 42.327, 495
4, 42.352, 506
5, 42.377, 495
4, 42.403, 506
5, 42.428, 495
4, 42.454, 506
5, 42.478, 496
4, 42.504, 506
5, 42.530, 497
4, 42.555, 506
5, 42.580, 499
4, 42.605, 506
5, 42.631, 501
4, 42.657, 506
5, 42.681, 503
4, 42.707, 506
5, 42.732, 506
4, 42.758, 506
5, 42.782, 509
4, 42.808, 506
5, 42.834, 511
4, 42.859, 506
5, 42.884, 513
4, 42.909, 506
5, 42.935, 515
4, 42.961, 506
5, 42.985, 516
4, 43.011, 506
5, 43.036, 517
4, 43.062, 507
5, 43.087, 517
4, 43.112, 506
5, 43.138, 516
4, 43.163, 506
5, 43.188, 516
4, 43.214, 506
5, 43.239, 514
4, 43.265, 506
5, 43.289, 512
4, 43.315, 506
5, 43.341, 510
4, 43.366, 507
5, 43.391, 508
4, 43.416, 506
5, 43.442, 506
4, 43.468, 506
5, 43.492, 504
4, 43.518, 506
5, 43.543, 502
4, 43.569, 507
5, 43.593, 499
4, 43.619, 506
5, 43.645, 498
4, 43.670, 506
5, 43.695, 496
4, 43.720, 506
5, 43.746, 496
4, 43.772, 506
5, 43.796, 496
4, 43.822, 506
5, 43.847, 496
4, 43.873, 506
5, 43.898, 497
4, 43.923, 506
5, 43.949, 498
4, 43.974, 506
5, 43.999, 500
4, 44.025, 506
5, 44.050, 502
4, 44.076, 505
5, 44.100, 505
4, 44.126, 506
5, 44.152, 506
4, 44.177, 506
5, 44.202, 508
4, 44.227, 506
5, 44.253, 511
4, 44.279, 506
5, 44.303, 513
4, 44.329, 506
5, 44.354, 515
4, 44.380, 505
5, 44.404, 515
4, 44.430, 507
5, 44.456, 516
4, 44.481, 506
5, 44.506, 516
4, 44.531, 505
5, 44.557, 515
4, 44.583, 506
5, 44.607, 515
4, 44.633, 506
5, 44.658, 514
4, 44.684, 506
5, 44.709, 512
4, 44.734, 506
5, 44.760, 510
4, 44.785, 506
5, 44.810, 508
4, 44.836, 506
5, 44.861, 506
4, 44.887, 507
5, 44.911, 503
4, 44.937, 506
5, 44.963, 501
4, 44.988, 506
5, 45.013, 500
4, 45.038, 506
5, 45.064, 498
4, 45.090, 506
5, 45.114, 498
4, 45.140, 506
5, 45.165, 497
4, 45.191, 506
5, 45.215, 496
4, 45.241, 507
5, 45.267, 497
4, 45.292, 506
5, 45.318, 497
4, 45.342, 506
5, 45.368, 499
4, 45.394, 506
5, 45.419, 501
4, 45.444, 506
5, 45.469, 502
4, 45.495, 506
5, 45.521, 504
4, 45.545, 506
5, 45.571, 506
4, 45.596, 506
5, 45.622, 508
4, 45.647, 506
5, 45.672, 511
4, 45.698, 506
5, 45.723, 513
4, 45.748, 506
5, 45.774, 513
4, 45.799, 506
5, 45.825, 515
4, 45.849, 506
5, 45.875, 515
4, 45.901, 506
5, 45.926, 515
4, 45.951, 505
5, 45.976, 515
4, 46.002, 505
5, 46.028, 514
4, 46.052, 506
5, 46.078, 512
4, 46.103, 506
5, 46.129, 512
4, 46.153, 506
5, 46.179, 510
4, 46.205, 506
5, 46.230, 508
4, 46.255, 506
5, 46.280, 505
4, 46.306, 506
5, 46.332, 504
4, 46.356, 506
5, 46.382, 502
4, 46.407, 506
5, 46.433, 501
4, 46.458, 506
5, 46.483, 500
4, 46.509, 505
5, 46.534, 498
4, 46.559, 506
5, 46.585, 497
4, 46.610, 506
5, 46.636, 498
4, 46.660, 506
5, 46.686, 498
4, 46.712, 505
5, 46.737, 499
4, 46.762, 506
5, 46.787, 500
4, 46.813, 506
5, 46.839, 502
4, 46.863, 506
5, 46.889, 504
4, 46.914, 506
5, 46.940, 506
4, 46.964, 505
5, 46.990, 507
4, 47.016, 506
5, 47.041, 510
4, 47.066, 506
5, 47.091, 511
4, 47.117, 506
5, 47.143, 512
4, 47.167, 506
5, 47.193, 513
4, 47.218, 507
5, 47.244, 514
4, 47.269, 506
5, 47.294, 514
4, 47.320, 506
5, 47.345, 515
4, 47.370, 505
5, 47.396, 514
4, 47.421, 506
5, 47.447, 513
4, 47.471, 506
5, 47.497, 511
4, 47.523, 506
5, 47.548, 511
4, 47.573, 506
5, 47.598, 509
4, 47.624, 506
5, 47.650, 508
4, 47.674, 506
5, 47.700, 505
4, 47.725, 506
5, 47.751, 503
4, 47.775, 506
5, 47.801, 502
4, 47.827, 506
5, 47.852, 501
4, 47.877, 506
5, 47.902, 499
4, 47.928, 507
5, 47.954, 498
4, 47.978, 506
5, 48.004, 498
4, 48.029, 506
5, 48.055, 498
4, 48.080, 506
5, 48.105, 499
4, 48.131, 506
5, 48.156, 500
4, 48.181, 506
5, 48.207, 501
4, 48.232, 506
5, 48.258, 502
4, 48.282, 506
5, 48.308, 504
4, 48.334, 505
5, 48.359, 505
4, 48.384, 506
5, 48.409, 507
4, 48.435, 506
5, 48.461, 509
4, 48.485, 506
5, 48.511, 510
4, 48.536, 506
5, 48.562, 511
4, 48.587, 506
5, 48.612, 513
4, 48.638, 506
5, 48.663, 513
4, 48.688, 506
5, 48.713, 513
4, 48.739, 506
5, 48.765, 514
4, 48.789, 506
5, 48.815, 513
4, 48.840, 506
5, 48.866, 512
4, 48.891, 506
5, 48.916, 511
4, 48.942, 506
5, 48.967, 510
4, 48.992, 506
5, 49.018, 508
4, 49.043, 507
5, 49.069, 506
4, 49.093, 506
5, 49.119, 506
4, 49.145, 505
5, 49.170, 504
4, 49.195, 506
5, 49.220, 502
4, 49.246, 506
5, 49.272, 500
4, 49.296, 506
5, 49.322, 500
4, 49.347, 506
5, 49.373, 499
4, 49.398, 506
5, 49.423, 499
4, 49.449, 506
5, 49.474, 499
4, 49.499, 506
5, 49.524, 499
4, 49.550, 506
5, 49.576, 500
4, 49.600, 507
5, 49.626, 502
4, 49.651, 506
5, 49.677, 503
4, 49.702, 506
5, 49.727, 505
4, 49.753, 506
5, 49.778, 506
4, 49.804, 506
5, 49.829, 508
4, 49.854, 506
5, 49.880, 509
4, 49.905, 506
5, 49.930, 510
4, 49.956, 506
5, 49.981, 511
4, 50.007, 506
5, 50.031, 512
4, 50.057, 506
5, 50.083, 513
4, 50.108, 506
5, 50.133, 513
4, 50.158, 506
5, 50.184, 512
4, 50.210, 506
5, 50.234, 512
4, 50.260, 506
5, 50.285, 511
4, 50.311, 506
5, 50.335, 510
4, 50.361, 506
5, 50.387, 509
4, 50.412, 507
5, 50.437, 507
4, 50.462, 506
5, 50.488, 506
4, 50.514, 506
5, 50.538, 505
4, 50.564, 506
5, 50.589, 504
4, 50.615, 506
5, 50.640, 503
4, 50.665, 506
5, 50.691, 501
4, 50.716, 507
5, 50.741, 500
4, 50.767, 506
5, 50.792, 500
4, 50.818, 506
5, 50.842, 500
4, 50.868, 506
5, 50.894, 500
4, 50.919, 506
5, 50.944, 501
4, 50.969, 506
5, 50.995, 501
4, 51.021, 506
5, 51.045, 503
4, 51.071, 506
5, 51.096, 503
4, 51.122, 506
5, 51.147, 505
4, 51.172, 505
5, 51.198, 506
4, 51.223, 506
5, 51.248, 508
4, 51.273, 506
5, 51.299, 508
4, 51.325, 506
5, 51.349, 510
4, 51.375, 506
5, 51.400, 511
4, 51.426, 506
5, 51.451, 512
4, 51.476, 505
5, 51.502, 512
4, 51.527, 506
5, 51.552, 512
4, 51.578, 506
5, 51.603, 512
4, 51.629, 506
5, 51.653, 512
4, 51.679, 505
5, 51.705, 511
4, 51.730, 506
5, 51.755, 510
4, 51.780, 506
5, 51.806, 508
4, 51.832, 506
5, 51.856, 507
4, 51.882, 506
5, 51.907, 506
4, 51.933, 506
5, 51.958, 504
4, 51.983, 506
5, 52.009, 504
4, 52.034, 506
5, 52.059, 503
4, 52.084, 506
5, 52.110, 502
4, 52.136, 506
5, 52.160, 501
4, 52.186, 506
5, 52.211, 501
4, 52.237, 506
5, 52.262, 500
4, 52.287, 506
5, 52.313, 502
4, 52.338, 506
5, 52.363, 502
4, 52.389, 505
5, 52.414, 502
4, 52.440, 507
5, 52.464, 503
4, 52.490, 506
5, 52.516, 504
4, 52.541, 507
5, 52.566, 507
4, 52.591, 506
5, 52.617, 507
4, 52.643, 506
5, 52.667, 508
4, 52.693, 506
5, 52.718, 509
4, 52.744, 506
5, 52.769, 510
4, 52.794, 506
5, 52.820, 511
4, 52.845, 506
5, 52.871, 511
4, 52.895, 506
5, 52.921, 511
4, 52.947, 507
5, 52.972, 511
4, 52.997, 506
5, 53.022, 510
4, 53.048, 506
5, 53.074, 510
4, 53.098, 506
5, 53.124, 510
4, 53.149, 505
5, 53.175, 508
4, 53.200, 506
5, 53.225, 508
4, 53.251, 506
5, 53.276, 507
4, 53.301, 506
5, 53.327, 505
4, 53.352, 506
5, 53.378, 505
4, 53.402, 506
5, 53.428, 503
4, 53.454, 506
5, 53.479, 503
4, 53.504, 505
5, 53.529, 502
4, 53.555, 506
5, 53.581, 502
4, 53.605, 506
5, 53.631, 502
4, 53.656, 506
5, 53.682, 502
4, 53.707, 506
5, 53.732, 502
4, 53.758, 506
5, 53.783, 503
4, 53.808, 505
5, 53.833, 504
4, 53.859, 506
5, 53.885, 504
4, 53.909, 505
5, 53.935, 505
4, 53.960, 506
5, 53.986, 506
4, 54.011, 505
5, 54.036, 507
4, 54.062, 506
5, 54.087, 509
4, 54.112, 506
5, 54.138, 509
4, 54.163, 506
5, 54.189, 510
4, 54.213, 506
5, 54.239, 510
4, 54.265, 506
5, 54.290, 511
4, 54.315, 506
5, 54.340, 511
4, 54.366, 505
5, 54.392, 511
4, 54.416, 506
5, 54.442, 511
4, 54.467, 506
5, 54.493, 509
4, 54.518, 506
5, 54.543, 509
4, 54.569, 506
5, 54.594, 508
4, 54.619, 505
5, 54.644, 507
4, 54.670, 505
5, 54.696, 506
4, 54.720, 506
5, 54.746, 505
4, 54.771, 506
5, 54.797, 505
4, 54.822, 505
5, 54.847, 504
4, 54.873, 506
5, 54.898, 503
4, 54.923, 505
5, 54.949, 502
4, 54.974, 506
5, 55.000, 502
4, 55.024, 506
5, 55.050, 502
4, 55.076, 506
5, 55.101, 503
4, 55.126, 505
5, 55.151, 503
4, 55.177, 506
5, 55.203, 504
4, 55.227, 506
5, 55.253, 504
4, 55.278, 506
5, 55.304, 505
4, 55.329, 506
5, 55.354, 506
4, 55.380, 506
5, 55.405, 507
4, 55.430, 506
5, 55.455, 508
4, 55.481, 506
5, 55.507, 509
4, 55.531, 506
5, 55.557, 509
4, 55.582, 506
5, 55.608, 510
4, 55.633, 506
5, 55.658, 510
4, 55.684, 506
5, 55.709, 510
4, 55.734, 506
5, 55.760, 511
4, 55.785, 505
5, 55.811, 509
4, 55.835, 505
5, 55.861, 510
4, 55.887, 505
5, 55.912, 509
4, 55.937, 506
5, 55.962, 508
4, 55.988, 506
5, 56.014, 507
4, 56.038, 506
5, 56.064, 506
4, 56.089, 506
5, 56.115, 506
4, 56.140, 505
5, 56.165, 505
4, 56.191, 506
5, 56.216, 505
4, 56.241, 506
5, 56.267, 504
4, 56.292, 506
5, 56.318, 503
4, 56.342, 506
5, 56.368, 503
4, 56.393, 506
5, 56.419, 504
4, 56.444, 506
5, 56.469, 503
4, 56.495, 506
5, 56.520, 504
4, 56.546, 506
5, 56.571, 504
4, 56.596, 506
5, 56.622, 504
4, 56.647, 506
5, 56.672, 505
4, 56.698, 506
5, 56.723, 506
4, 56.749, 506
5, 56.773, 506
4, 56.799, 506
5, 56.825, 507
4, 56.850, 506
5, 56.875, 507
4, 56.900, 506
5, 56.926, 508
4, 56.952, 506
5, 56.976, 508
4, 57.002, 506
5, 57.027, 509
4, 57.053, 506
5, 57.078, 509
4, 57.103, 506
5, 57.129, 509
4, 57.154, 506
5, 57.179, 509
4, 57.204, 506
5, 57.230, 509
4, 57.256, 506
5, 57.280, 508
4, 57.306, 506
5, 57.331, 508
4, 57.357, 506
5, 57.382, 507
4, 57.407, 506
5, 57.433, 507
4, 57.458, 506
5, 57.483, 506
4, 57.509, 506
5, 57.534, 505
4, 57.560, 506
5, 57.584, 505
4, 57.610, 506
5, 57.636, 504
4, 57.661, 507
5, 57.686, 504
4, 57.711, 506
5, 57.737, 504
4, 57.763, 506
5, 57.787, 503
4, 57.813, 506
5, 57.838, 504
4, 57.864, 506
5, 57.889, 503
4, 57.914, 506
5, 57.940, 505
4, 57.965, 506
5, 57.990, 504
4, 58.015, 506
5, 58.041, 505
4, 58.067, 506
5, 58.091, 505
4, 58.117, 506
5, 58.142, 506
4, 58.168, 506
5, 58.193, 507
4, 58.218, 506
5, 58.244, 507
4, 58.269, 506
5, 58.294, 508
4, 58.320, 506
5, 58.345, 508
4, 58.371, 506
5, 58.395, 508
4, 58.421, 506
5, 58.447, 509
4, 58.472, 506
5, 58.497, 509
4, 58.522, 506
5, 58.548, 508
4, 58.574, 506
5, 58.598, 508
4, 58.624, 506
5, 58.649, 508
4, 58.675, 506
5, 58.700, 508
4, 58.725, 506
5, 58.751, 507
4, 58.776, 506
5, 58.801, 505
4, 58.827, 506
5, 58.852, 506
4, 58.878, 506
5, 58.902, 506
4, 58.928, 506
5, 58.953, 505
4, 58.979, 506
5, 59.004, 505
4, 59.029, 506
5, 59.055, 504
4, 59.080, 506
5, 59.105, 504
4, 59.131, 506
5, 59.156, 504
4, 59.182, 506
5, 59.206, 505
4, 59.232, 506
5, 59.258, 505
4, 59.283, 506
5, 59.308, 504
4, 59.333, 506
5, 59.359, 504
4, 59.385, 506
5, 59.409, 505
4, 59.435, 506
5, 59.460, 505
4, 59.486, 506
5, 59.511, 506
4, 59.536, 506
5, 59.562, 507
4, 59.587, 506
5, 59.613, 507
4, 59.638, 506
5, 59.663, 508
4, 59.689, 506
5, 59.714, 508
4, 59.739, 506
5, 59.764, 508
4, 59.790, 506
5, 59.816, 507
4, 59.840, 506
5, 59.866, 507
4, 59.891, 506
5, 59.917, 508
4, 59.942, 507
5, 59.967, 508
4, 59.993, 506
5, 60.018, 507
4, 60.043, 506
5, 60.069, 507
4, 60.094, 506
5, 60.120, 507
4, 60.144, 506
5, 60.170, 508
4, 60.196, 506
5, 60.221, 507
4, 60.246, 506
5, 60.271, 505
4, 60.297, 506
5, 60.323, 506
4, 60.347, 506
5, 60.373, 505
4, 60.398, 506
5, 60.424, 504
4, 60.449, 507
5, 60.474, 505
4, 60.500, 506
5, 60.525, 505
4, 60.550, 506
5, 60.575, 505
4, 60.601, 506
5, 60.627, 505
4, 60.651, 506
5, 60.677, 505
4, 60.702, 506
5, 60.728, 505
4, 60.753, 506
5, 60.778, 506
4, 60.804, 506
5, 60.829, 506
4, 60.854, 506
5, 60.880, 506
4, 60.905, 506
5, 60.931, 507
4, 60.955, 506
5, 60.981, 507
4, 61.007, 506
5, 61.032, 507
4, 61.057, 506
5, 61.082, 507
4, 61.108, 505
5, 61.134, 508
4, 61.158, 505
5, 61.184, 508
4, 61.209, 505
5, 61.235, 508
4, 61.260, 506
5, 61.285, 508
4, 61.311, 506
5, 61.336, 508
4, 61.361, 505
5, 61.387, 508
4, 61.412, 505
5, 61.438, 507
4, 61.462, 506
5, 61.488, 507
4, 61.513, 506
5, 61.539, 507
4, 61.564, 506
5, 61.589, 507
4, 61.615, 506
5, 61.640, 506
4, 61.665, 505
5, 61.691, 506
4, 61.716, 506
5, 61.742, 506
4, 61.766, 506
5, 61.792, 506
4, 61.818, 505
5, 61.843, 505
4, 61.868, 506
5, 61.893, 505
4, 61.919, 505
5, 61.945, 505
4, 61.969, 506
5, 61.995, 505
4, 62.020, 505
5, 62.046, 505
4, 62.071, 506
5, 62.096, 505
4, 62.122, 506
5, 62.147, 505
4, 62.172, 506
5, 62.198, 506
4, 62.223, 506
5, 62.249, 507
4, 62.273, 506
5, 62.299, 506
4, 62.324, 506
5, 62.350, 507
4, 62.375, 507
5, 62.400, 507
4, 62.426, 506
5, 62.451, 507
4, 62.476, 506
5, 62.502, 507
4, 62.527, 506
5, 62.553, 508
4, 62.577, 506
5, 62.603, 507
4, 62.629, 506
5, 62.654, 507
4, 62.679, 506
5, 62.704, 507
4, 62.730, 506
5, 62.756, 507
4, 62.780, 506
5, 62.806, 507
4, 62.831, 505
5, 62.857, 506
4, 62.882, 506
5, 62.907, 506
4, 62.933, 506
5, 62.958, 507
4, 62.983, 505
5, 63.009, 506
4, 63.034, 506
5, 63.060, 506
4, 63.084, 506
5, 63.110, 506
4, 63.135, 506
5, 63.161, 506
4, 63.186, 506
5, 63.211, 505
4, 63.237, 506
5, 63.262, 506
4, 63.287, 506
5, 63.313, 506
4, 63.338, 505
5, 63.364, 506
4, 63.388, 506
5, 63.414, 507
4, 63.440, 506
5, 63.465, 506
4, 63.490, 506
5, 63.515, 506
4, 63.541, 505
5, 63.567, 507
4, 63.591, 506
5, 63.617, 507
4, 63.642, 506
5, 63.668, 507
4, 63.693, 506
5, 63.718, 507
4, 63.744, 506
5, 63.769, 507
4, 63.794, 505
5, 63.820, 507
4, 63.845, 506
5, 63.871, 507
4, 63.895, 506
5, 63.921, 507
4, 63.947, 506
5, 63.972, 507
4, 63.997, 506
5, 64.022, 507
4, 64.048, 506
5, 64.073, 507
4, 64.098, 506
5, 64.124, 506
4, 64.149, 506
5, 64.175, 507
4, 64.199, 506
5, 64.225, 506
4, 64.251, 506
5, 64.276, 506
4, 64.301, 506
5, 64.326, 506
4, 64.352, 506
5, 64.378, 506
4, 64.402, 507
5, 64.428, 506
4, 64.453, 506
5, 64.479, 505
4, 64.504, 506
5, 64.529, 506
4, 64.555, 506
5, 64.580, 506
4, 64.605, 506
5, 64.631, 506
4, 64.656, 506
5, 64.682, 506
4, 64.706, 506
5, 64.732, 506
4, 64.758, 506
5, 64.783, 507
4, 64.808, 504
5, 64.833, 506
4, 64.859, 507
5, 64.884, 506
4, 64.909, 506
5, 64.935, 507
4, 64.960, 506
5, 64.986, 507
4, 65.010, 506
5, 65.036, 507
4, 65.062, 506
5, 65.087, 507
4, 65.112, 506
5, 65.137, 507
4, 65.163, 506
5, 65.189, 508
4, 65.213, 505
5, 65.239, 507
4, 65.264, 506
5, 65.290, 507
4, 65.315, 506
5, 65.340, 507
4, 65.366, 506
5, 65.391, 507
4, 65.416, 505
5, 65.442, 507
4, 65.467, 506
5, 65.493, 507
4, 65.517, 505
5, 65.543, 507
4, 65.569, 505
5, 65.594, 507
4, 65.619, 506
5, 65.644, 507
4, 65.670, 506
5, 65.695, 506
4, 65.720, 506
5, 65.746, 506
4, 65.771, 505
5, 65.797, 506
4, 65.821, 506
5, 65.847, 507
4, 65.873, 506
5, 65.898, 506
4, 65.923, 506
5, 65.948, 506
4, 65.974, 506
5, 66.000, 505
4, 66.024, 507
5, 66.050, 505
4, 66.075, 506
5, 66.101, 506
4, 66.126, 506
5, 66.151, 507
4, 66.177, 505
5, 66.202, 507
4, 66.227, 506
5, 66.253, 506
4, 66.278, 506
5, 66.304, 506
4, 66.328, 506
5, 66.354, 508
4, 66.380, 506
5, 66.405, 507
4, 66.430, 506
5, 66.455, 507
4, 66.481, 506
5, 66.507, 507
4, 66.531, 506
5, 66.557, 506
4, 66.582, 506
5, 66.608, 507
4, 66.632, 506
5, 66.658, 507
4, 66.684, 506
5, 66.709, 507
4, 66.734, 506
5, 66.759, 506
4, 66.785, 506
5, 66.811, 507
4, 66.835, 506
5, 66.861, 507
4, 66.886, 506
5, 66.912, 506
4, 66.937, 506
5, 66.962, 506
4, 66.988, 507
5, 67.013, 506
4, 67.038, 506
5, 67.064, 506
4, 67.089, 506
5, 67.115, 507
4, 67.139, 506
5, 67.165, 506
4, 67.191, 506
5, 67.216, 506
4, 67.241, 506
5, 67.266, 506
4, 67.292, 506
5, 67.318, 506
4, 67.342, 506
5, 67.368, 506
4, 67.393, 506
5, 67.419, 507
4, 67.443, 506
5, 67.469, 507
4, 67.495, 506
5, 67.520, 507
4, 67.545, 506
5, 67.570, 506
4, 67.596, 506
5, 67.622, 507
4, 67.646, 506
5, 67.672, 507
4, 67.697, 506
5, 67.723, 507
4, 67.748, 506
5, 67.773, 507
4, 67.799, 506
5, 67.824, 507
4, 67.849, 507
5, 67.875, 507
4, 67.900, 506
5, 67.926, 507
4, 67.950, 506
5, 67.976, 506
4, 68.002, 507
5, 68.027, 507
4, 68.052, 507
5, 68.077, 507
4, 68.103, 506
5, 68.129, 506
4, 68.153, 506
5, 68.179, 506
4, 68.204, 506
5, 68.230, 506
4, 68.254, 506
5, 68.280, 506
4, 68.306, 506
5, 68.331, 506
4, 0.025, 524
5, 0.050, 504
4, 0.076, 524
5, 0.100, 504
4, 0.126, 524
5, 0.152, 504
4, 0.177, 525
5, 0.202, 505
4, 0.227, 525
5, 0.253, 505
4, 0.279, 525
5, 0.304, 505
4, 0.329, 525
5, 0.354, 505
4, 0.380, 525
5, 0.406, 505
4, 0.430, 526
5, 0.456, 505
4, 0.481, 525
5, 0.507, 505
4, 0.532, 525
5, 0.557, 505
4, 0.583, 526
5, 0.608, 505
4, 0.633, 525
5, 0.659, 506
4, 0.684, 525
5, 0.710, 505
4, 0.734, 525
5, 0.760, 505
4, 0.786, 524
5, 0.811, 506
4, 0.836, 525
5, 0.861, 505
4, 0.887, 525
5, 0.913, 505
4, 0.937, 525
5, 0.963, 505
4, 0.988, 524
5, 1.014, 505
4, 1.038, 525
5, 1.064, 505
4, 1.090, 525
5, 1.115, 505
