# Created on 2026-03-12 15:49:15.136306+01:00 (1773326955.136306 s)
# baldaquin version: 0.10.0
# Creator: Pendulum View
# Pin number, Time [s], Position [a. u.]
4, 18.731, 489
5, 18.755, 507
4, 18.781, 483
5, 18.806, 506
4, 18.832, 477
5, 18.857, 507
4, 18.882, 471
5, 18.908, 507
4, 18.933, 467
5, 18.958, 507
4, 18.984, 463
5, 19.009, 506
4, 19.035, 461
5, 19.059, 507
4, 19.085, 460
5, 19.111, 507
4, 19.136, 461
5, 19.161, 507
4, 19.186, 463
5, 19.212, 508
4, 19.238, 465
5, 19.262, 507
4, 19.288, 470
5, 19.313, 507
4, 19.339, 475
5, 19.363, 506
4, 19.389, 481
5, 19.415, 507
4, 19.440, 486
5, 19.465, 507
4, 19.490, 492
5, 19.516, 507
4, 19.542, 498
5, 19.566, 507
4, 19.592, 503
5, 19.617, 507
4, 19.643, 508
5, 19.668, 507
4, 19.693, 511
5, 19.719, 507
4, 19.744, 513
5, 19.769, 507
4, 19.795, 514
5, 19.820, 507
4, 19.846, 513
5, 19.870, 508
4, 19.896, 511
5, 19.922, 507
4, 19.947, 509
5, 19.972, 507
4, 19.997, 504
5, 20.023, 507
4, 20.049, 499
5, 20.073, 507
4, 20.099, 494
5, 20.124, 508
4, 20.150, 488
5, 20.174, 507
4, 20.200, 482
5, 20.226, 507
4, 20.251, 476
5, 20.276, 507
4, 20.301, 471
5, 20.327, 507
4, 20.353, 467
5, 20.377, 506
4, 20.403, 464
5, 20.428, 507
4, 20.454, 462
5, 20.479, 507
4, 20.504, 461
5, 20.530, 507
4, 20.555, 462
5, 20.580, 507
4, 20.606, 464
5, 20.631, 507
4, 20.657, 467
5, 20.681, 507
4, 20.707, 472
5, 20.733, 507
4, 20.758, 476
5, 20.783, 507
4, 20.808, 481
5, 20.834, 507
4, 20.860, 487
5, 20.884, 507
4, 20.910, 492
5, 20.935, 507
4, 20.961, 498
5, 20.985, 507
4, 21.011, 503
5, 21.037, 507
4, 21.062, 507
5, 21.088, 508
4, 21.112, 510
5, 21.138, 507
4, 21.164, 512
5, 21.189, 508
4, 21.214, 513
5, 21.239, 507
4, 21.265, 512
5, 21.291, 507
4, 21.315, 510
5, 21.341, 507
4, 21.366, 507
5, 21.392, 507
4, 21.417, 503
5, 21.442, 507
4, 21.468, 498
5, 21.493, 507
4, 21.518, 493
5, 21.544, 507
4, 21.569, 488
5, 21.595, 507
4, 21.619, 482
5, 21.645, 507
4, 21.671, 477
5, 21.696, 507
4, 21.721, 472
5, 21.746, 507
4, 21.772, 469
5, 21.798, 507
4, 21.822, 465
5, 21.848, 507
4, 21.873, 463
5, 21.899, 507
4, 21.923, 463
5, 21.949, 507
4, 21.975, 464
5, 22.000, 507
4, 22.025, 466
5, 22.050, 507
4, 22.076, 469
5, 22.102, 507
4, 22.126, 472
5, 22.152, 507
4, 22.177, 477
5, 22.203, 506
4, 22.228, 482
5, 22.253, 507
4, 22.279, 488
5, 22.304, 507
4, 22.329, 493
5, 22.355, 507
4, 22.380, 498
5, 22.406, 507
4, 22.430, 503
5, 22.456, 506
4, 22.482, 507
5, 22.507, 507
4, 22.532, 510
5, 22.557, 507
4, 22.583, 511
5, 22.609, 507
4, 22.633, 512
5, 22.659, 506
4, 22.684, 512
5, 22.710, 507
4, 22.734, 509
5, 22.760, 508
4, 22.786, 506
5, 22.811, 507
4, 22.836, 502
5, 22.861, 507
4, 22.887, 497
5, 22.913, 506
4, 22.937, 492
5, 22.963, 506
4, 22.988, 488
5, 23.014, 507
4, 23.039, 482
5, 23.064, 507
4, 23.090, 477
5, 23.115, 507
4, 23.140, 472
5, 23.166, 507
4, 23.191, 469
5, 23.217, 507
4, 23.241, 466
5, 23.267, 506
4, 23.293, 464
5, 23.318, 507
4, 23.343, 464
5, 23.368, 507
4, 23.394, 465
5, 23.420, 507
4, 23.444, 467
5, 23.470, 507
4, 23.495, 470
5, 23.521, 507
4, 23.545, 474
5, 23.571, 507
4, 23.597, 478
5, 23.622, 507
4, 23.647, 482
5, 23.672, 507
4, 23.698, 488
5, 23.724, 507
4, 23.748, 493
5, 23.774, 506
4, 23.799, 498
5, 23.825, 507
4, 23.850, 502
5, 23.875, 507
4, 23.901, 507
5, 23.926, 507
4, 23.951, 509
5, 23.977, 506
4, 24.002, 511
5, 24.028, 506
4, 24.052, 511
5, 24.078, 507
4, 24.104, 510
5, 24.129, 507
4, 24.154, 508
5, 24.179, 506
4, 24.205, 505
5, 24.231, 507
4, 24.255, 501
5, 24.281, 506
4, 24.306, 497
5, 24.332, 507
4, 24.357, 492
5, 24.382, 507
4, 24.408, 487
5, 24.433, 507
4, 24.458, 482
5, 24.483, 506
4, 24.509, 478
5, 24.535, 506
4, 24.559, 473
5, 24.585, 507
4, 24.610, 469
5, 24.636, 507
4, 24.661, 467
5, 24.686, 507
4, 24.712, 466
5, 24.737, 506
4, 24.762, 465
5, 24.788, 506
4, 24.813, 467
5, 24.839, 507
4, 24.863, 468
5, 24.889, 506
4, 24.915, 471
5, 24.940, 506
4, 24.965, 475
5, 24.990, 507
4, 25.016, 479
5, 25.042, 507
4, 25.066, 484
5, 25.092, 507
4, 25.117, 489
5, 25.143, 507
4, 25.168, 494
5, 25.193, 507
4, 25.219, 498
5, 25.244, 507
4, 25.269, 502
5, 25.294, 507
4, 25.320, 506
5, 25.346, 507
4, 25.370, 506
5, 25.396, 507
4, 25.421, 509
5, 25.447, 506
4, 25.472, 510
5, 25.497, 507
4, 25.523, 509
5, 25.548, 507
4, 25.574, 507
5, 25.599, 508
4, 25.624, 504
5, 25.650, 507
4, 25.675, 500
5, 25.700, 507
4, 25.726, 497
5, 25.751, 507
4, 25.777, 492
5, 25.801, 507
4, 25.827, 487
5, 25.853, 507
4, 25.878, 482
5, 25.903, 507
4, 25.928, 478
5, 25.954, 507
4, 25.980, 474
5, 26.004, 506
4, 26.030, 470
5, 26.055, 506
4, 26.081, 468
5, 26.105, 506
4, 26.131, 467
5, 26.157, 507
4, 26.182, 466
5, 26.207, 506
4, 26.232, 467
5, 26.258, 507
4, 26.284, 469
5, 26.308, 506
4, 26.334, 472
5, 26.359, 507
4, 26.385, 476
5, 26.410, 507
4, 26.435, 480
5, 26.461, 507
4, 26.486, 485
5, 26.511, 507
4, 26.537, 490
5, 26.562, 507
4, 26.588, 494
5, 26.612, 506
4, 26.638, 498
5, 26.664, 507
4, 26.689, 502
5, 26.714, 507
4, 26.739, 505
5, 26.765, 507
4, 26.791, 507
5, 26.815, 507
4, 26.841, 509
5, 26.866, 508
4, 26.892, 509
5, 26.917, 506
4, 26.942, 508
5, 26.968, 507
4, 26.993, 504
5, 27.018, 508
4, 27.043, 503
5, 27.069, 507
4, 27.095, 500
5, 27.119, 507
4, 27.145, 495
5, 27.170, 507
4, 27.196, 491
5, 27.221, 507
4, 27.246, 486
5, 27.272, 507
4, 27.297, 481
5, 27.322, 507
4, 27.348, 478
5, 27.373, 507
4, 27.399, 474
5, 27.423, 507
4, 27.449, 471
5, 27.475, 507
4, 27.500, 468
5, 27.525, 507
4, 27.550, 468
5, 27.576, 507
4, 27.602, 468
5, 27.626, 507
4, 27.652, 468
5, 27.677, 507
4, 27.703, 471
5, 27.728, 507
4, 27.753, 473
5, 27.779, 507
4, 27.804, 476
5, 27.829, 507
4, 27.854, 481
5, 27.880, 507
4, 27.906, 485
5, 27.930, 507
4, 27.956, 489
5, 27.981, 507
4, 28.007, 494
5, 28.032, 507
4, 28.057, 497
5, 28.083, 507
4, 28.108, 502
5, 28.133, 507
4, 28.159, 504
5, 28.184, 507
4, 28.210, 506
5, 28.234, 507
4, 28.260, 507
5, 28.286, 507
4, 28.311, 507
5, 28.336, 508
4, 28.361, 506
5, 28.387, 507
4, 28.413, 504
5, 28.437, 507
4, 28.463, 501
5, 28.488, 508
4, 28.514, 498
5, 28.539, 508
4, 28.564, 494
5, 28.590, 508
4, 28.615, 490
5, 28.641, 507
4, 28.665, 486
5, 28.691, 507
4, 28.717, 482
5, 28.742, 507
4, 28.767, 478
5, 28.792, 507
4, 28.818, 474
5, 28.844, 507
4, 28.868, 472
5, 28.894, 507
4, 28.919, 470
5, 28.945, 507
4, 28.970, 469
5, 28.995, 507
4, 29.021, 469
5, 29.046, 507
4, 29.071, 470
5, 29.097, 507
4, 29.122, 471
5, 29.148, 507
4, 29.172, 475
5, 29.198, 506
4, 29.224, 478
5, 29.249, 507
4, 29.274, 481
5, 29.299, 507
4, 29.325, 486
5, 29.351, 506
4, 29.375, 490
5, 29.401, 507
4, 29.426, 494
5, 29.452, 507
4, 29.477, 498
5, 29.502, 506
4, 29.528, 501
5, 29.553, 507
4, 29.578, 504
5, 29.603, 507
4, 29.629, 506
5, 29.655, 507
4, 29.679, 507
5, 29.705, 507
4, 29.730, 507
5, 29.756, 506
4, 29.781, 505
5, 29.806, 507
4, 29.832, 504
5, 29.857, 507
4, 29.882, 501
5, 29.908, 507
4, 29.933, 498
5, 29.959, 507
4, 29.983, 494
5, 30.009, 506
4, 30.035, 490
5, 30.060, 507
4, 30.085, 486
5, 30.110, 507
4, 30.136, 482
5, 30.162, 506
4, 30.186, 478
5, 30.212, 506
4, 30.237, 475
5, 30.263, 507
4, 30.288, 473
5, 30.313, 507
4, 30.339, 471
5, 30.364, 507
4, 30.389, 471
5, 30.414, 506
4, 30.440, 471
5, 30.466, 507
4, 30.490, 472
5, 30.516, 506
4, 30.541, 472
5, 30.567, 507
4, 30.592, 475
5, 30.617, 507
4, 30.643, 479
5, 30.668, 507
4, 30.693, 483
5, 30.719, 507
4, 30.744, 486
5, 30.770, 507
4, 30.794, 491
5, 30.820, 507
4, 30.846, 494
5, 30.871, 507
4, 30.896, 497
5, 30.921, 507
4, 30.947, 501
5, 30.973, 507
4, 30.997, 503
5, 31.023, 507
4, 31.048, 505
5, 31.074, 508
4, 31.099, 505
5, 31.124, 508
4, 31.150, 505
5, 31.175, 507
4, 31.200, 504
5, 31.225, 508
4, 31.251, 502
5, 31.277, 507
4, 31.301, 500
5, 31.327, 507
4, 31.352, 497
5, 31.378, 507
4, 31.403, 493
5, 31.428, 508
4, 31.454, 489
5, 31.479, 507
4, 31.504, 485
5, 31.530, 507
4, 31.555, 482
5, 31.581, 507
4, 31.605, 478
5, 31.631, 506
4, 31.657, 476
5, 31.682, 507
4, 31.707, 474
5, 31.732, 508
4, 31.758, 472
5, 31.784, 507
4, 31.808, 471
5, 31.834, 507
4, 31.859, 471
5, 31.885, 507
4, 31.910, 473
5, 31.935, 507
4, 31.961, 474
5, 31.986, 507
4, 32.011, 477
5, 32.037, 507
4, 32.062, 480
5, 32.088, 507
4, 32.112, 483
5, 32.138, 507
4, 32.163, 487
5, 32.189, 507
4, 32.214, 490
5, 32.239, 507
4, 32.265, 495
5, 32.290, 507
4, 32.316, 498
5, 32.341, 507
4, 32.366, 500
5, 32.392, 507
4, 32.417, 503
5, 32.442, 507
4, 32.468, 504
5, 32.493, 507
4, 32.519, 504
5, 32.543, 507
4, 32.569, 504
5, 32.595, 507
4, 32.620, 503
5, 32.645, 507
4, 32.670, 501
5, 32.696, 507
4, 32.722, 499
5, 32.746, 507
4, 32.772, 496
5, 32.797, 507
4, 32.823, 492
5, 32.848, 507
4, 32.873, 488
5, 32.899, 507
4, 32.924, 485
5, 32.949, 507
4, 32.974, 482
5, 33.000, 507
4, 33.026, 479
5, 33.050, 507
4, 33.076, 476
5, 33.101, 508
4, 33.127, 474
5, 33.152, 507
4, 33.177, 472
5, 33.203, 507
4, 33.228, 472
5, 33.253, 507
4, 33.279, 473
5, 33.304, 506
4, 33.330, 474
5, 33.354, 507
4, 33.380, 476
5, 33.406, 507
4, 33.431, 478
5, 33.456, 506
4, 33.481, 481
5, 33.507, 507
4, 33.533, 484
5, 33.557, 506
4, 33.583, 487
5, 33.608, 508
4, 33.634, 492
5, 33.659, 507
4, 33.684, 495
5, 33.710, 507
4, 33.735, 498
5, 33.760, 507
4, 33.785, 500
5, 33.811, 507
4, 33.837, 502
5, 33.861, 507
4, 33.887, 504
5, 33.912, 507
4, 33.938, 504
5, 33.963, 507
4, 33.988, 504
5, 34.014, 507
4, 34.039, 502
5, 34.064, 507
4, 34.090, 500
5, 34.115, 507
4, 34.141, 498
5, 34.165, 507
4, 34.191, 495
5, 34.217, 507
4, 34.242, 492
5, 34.267, 507
4, 34.292, 488
5, 34.318, 506
4, 34.344, 485
5, 34.368, 507
4, 34.394, 482
5, 34.419, 506
4, 34.445, 479
5, 34.470, 507
4, 34.495, 477
5, 34.521, 507
4, 34.546, 475
5, 34.571, 507
4, 34.597, 474
5, 34.622, 507
4, 34.648, 473
5, 34.672, 506
4, 34.698, 474
5, 34.723, 507
4, 34.749, 475
5, 34.774, 507
4, 34.799, 477
5, 34.825, 507
4, 34.850, 480
5, 34.875, 506
4, 34.901, 482
5, 34.926, 506
4, 34.952, 485
5, 34.976, 506
4, 35.002, 489
5, 35.028, 506
4, 35.053, 492
